sporing_trafikk,sporing,spordybde,asfalt,veibredde,posisjon
3.6024844720496896,2.9000000000000004,3.0,A1,3.2,5858.1
3.354037267080745,2.6999999999999997,3.1,A1,3.2,5877.9
2.484472049689441,2.0,3.2,A1,3.2,5897.8
2.484472049689441,2.0,3.3,A1,3.25,5917.5
2.7329192546583854,2.2,3.8,A1,3.25,5937.4
3.229813664596273,2.6,3.1,A1,1.9,5957.2
3.9751552795031055,3.2,3.2,A1,1.9,5976.9
3.726708074534162,3.0000000000000004,3.4,A1,1.9,5996.7
3.2298136645962736,2.6000000000000005,3.8,A1,3.65,6016.6
3.3540372670807455,2.7,3.0,A1,3.65,6036.5
3.6024844720496896,2.9000000000000004,3.3,A1,3.65,6056.3
3.7267080745341614,3.0,3.2,A1,3.65,6076.1
4.720496894409937,3.8,2.8,A1,3.65,6095.8
4.22360248447205,3.4000000000000004,3.5,A1,3.3,6115.6
3.850931677018633,3.0999999999999996,3.0,A1,3.3,6135.5
4.596273291925465,3.6999999999999997,2.6,A1,3.3,6155.2
4.720496894409938,3.8000000000000003,2.6,A1,3.3,6175.2
4.22360248447205,3.4000000000000004,2.5,A1,3.3,6195.0
4.596273291925466,3.7,2.8,A1,1.8,6214.8
4.596273291925466,3.7,2.7,A1,1.8,6234.5
3.8509316770186333,3.1,3.6,A1,1.8,6254.4
4.22360248447205,3.4,2.4,A1,1.8,6274.2
3.6024844720496887,2.8999999999999995,2.2,A1,1.8,6294.1
3.602484472049689,2.9,2.6,A1,1.8,6313.9
4.22360248447205,3.4000000000000004,2.3,A1,1.8,6333.7
4.22360248447205,3.4,2.1,A1,1.8,6353.5
3.7267080745341614,3.0,2.3,A1,1.8,6373.3
3.850931677018634,3.1000000000000005,2.8,A1,1.8,6393.1
4.3478260869565215,3.5,3.2,A1,1.8,6413.0
4.720496894409938,3.8000000000000003,2.9,A1,1.8,6432.7
4.22360248447205,3.4,3.4,A1,1.8,6452.5
4.22360248447205,3.4000000000000004,3.8,A1,1.8,6472.4
3.9751552795031055,3.2,3.0,A1,1.8,6492.3
4.22360248447205,3.4000000000000004,3.0,A1,1.8,6512.1
2.857142857142857,2.3000000000000003,3.1,A1,1.8,6531.9
3.3540372670807455,2.7,3.7,A1,1.8,6551.7
3.229813664596273,2.6,2.9,A1,1.8,6571.5
2.7329192546583845,2.1999999999999997,3.6,A1,1.8,6591.4
1.9875776397515523,1.5999999999999996,3.5,A1,1.8,6611.3
1.8633540372670812,1.5000000000000004,3.9,A1,1.8,6631.3
1.8633540372670807,1.5,3.8,A1,1.8,6651.3
1.6149068322981368,1.3000000000000003,3.4,A1,1.8,6671.4
1.4906832298136647,1.2000000000000002,3.0,A1,1.8,6691.2
1.6149068322981368,1.3000000000000003,3.1,A1,3.45,6711.2
1.4906832298136647,1.2000000000000002,4.7,A1,3.45,6731.0
2.111801242236024,1.6999999999999993,5.4,A1,3.45,6750.8
1.8633540372670807,1.5,6.3,A1,3.45,6770.6
2.111801242236025,1.7000000000000002,5.6,A1,3.45,6790.5
2.981366459627329,2.4,3.9,A1,3.45,6810.2
2.7329192546583845,2.1999999999999997,3.4,A1,3.45,6830.0
2.7329192546583854,2.2,3.5,A1,3.45,6849.7
2.8571428571428568,2.3,3.3,A1,3.45,6869.6
2.4844720496894412,2.0000000000000004,2.9,A1,3.45,6889.3
2.1118012422360244,1.6999999999999997,3.1,A1,3.45,6909.2
1.4906832298136647,1.2000000000000002,3.8,A1,3.45,6928.8
1.8633540372670807,1.5,4.1,A1,3.45,6948.7
2.236024844720497,1.8000000000000003,3.9,A1,3.45,6968.5
2.7329192546583854,2.2,3.8,A1,3.45,6988.3
2.8571428571428568,2.3,3.2,A1,3.45,7008.2
3.2298136645962727,2.5999999999999996,3.2,A1,3.45,7028.0
2.7329192546583845,2.1999999999999997,3.9,A1,3.45,7047.7
3.2298136645962727,2.5999999999999996,4.0,A1,3.45,7067.6
2.8571428571428568,2.3,3.5,A1,3.45,7087.2
2.484472049689441,2.0,4.3,A1,3.45,7107.2
2.981366459627328,2.3999999999999995,4.4,A1,3.45,7126.9
2.6086956521739135,2.1000000000000005,4.6,A1,3.45,7146.7
3.1055900621118018,2.5000000000000004,3.9,A1,3.45,7166.4
2.7329192546583845,2.1999999999999997,3.9,A1,3.45,7186.2
2.2360248447204967,1.7999999999999998,5.0,A1,3.0,7206.0
2.484472049689441,2.0,5.1,A1,3.0,7225.8
2.3602484472049694,1.9000000000000004,3.8,A1,3.0,7245.5
1.8633540372670807,1.5,3.8,A1,3.0,7265.4
2.3602484472049694,1.9000000000000004,3.3,A1,3.0,7285.1
2.2360248447204967,1.7999999999999998,3.2,A1,3.0,7304.9
2.484472049689441,2.0,3.7,A1,3.0,7324.7
2.2360248447204967,1.7999999999999998,3.3,A1,3.0,7344.5
2.9813664596273295,2.4000000000000004,3.0,A1,3.0,7364.3
2.8571428571428568,2.3,3.3,A1,3.0,7384.1
2.7329192546583854,2.2,3.3,A1,3.0,7403.9
2.236024844720497,1.8000000000000003,3.9,A1,3.0,7423.7
2.484472049689441,2.0,4.5,A1,3.0,7443.5
1.8633540372670807,1.5,5.1,A1,3.0,7463.2
2.3602484472049694,1.9000000000000004,3.8,A1,3.0,7483.0
1.9875776397515528,1.6,3.9,A1,3.0,7502.7
0.9937888198757773,0.8000000000000007,4.6,A1,3.0,7522.5
1.8633540372670807,1.5,4.0,A1,3.0,7542.2
1.8633540372670807,1.5,4.2,A1,3.0,7561.9
1.739130434782609,1.4000000000000004,3.8,A1,3.0,7581.7
1.739130434782609,1.4000000000000004,3.8,A1,3.0,7601.3
1.739130434782608,1.3999999999999995,4.7,A1,3.0,7621.0
1.8633540372670807,1.5,4.9,A1,3.0,7640.9
1.6149068322981375,1.3000000000000007,4.1,A1,3.0,7660.6
2.4844720496894412,2.0000000000000004,3.9,A1,3.0,7680.3
2.608695652173913,2.1,3.4,A1,3.0,7700.0
1.739130434782609,1.4000000000000004,4.0,A1,3.0,7719.9
2.3602484472049685,1.9,3.9,A1,3.0,7739.8
2.111801242236025,1.7000000000000002,3.3,A1,3.0,7759.6
2.3602484472049685,1.9,3.4,A1,3.0,7779.6
2.4844720496894412,2.0000000000000004,3.4,A1,3.0,7799.5
1.7391304347826084,1.4,3.6,A1,3.0,7819.3
1.739130434782609,1.4000000000000004,3.8,A1,3.0,7839.2
2.1118012422360244,1.6999999999999997,2.9,A1,3.0,7859.0
0.8695652173913045,0.7000000000000002,2.8,A1,3.0,7878.8
0.9937888198757762,0.7999999999999998,3.1,A1,3.0,7898.7
1.1180124223602483,0.8999999999999999,2.7,A1,3.0,7918.6
0.0,0.0,4.2,A1,3.0,7938.5
2.3602484472049685,1.9,3.9,A1,3.0,7958.3
1.1180124223602477,0.8999999999999995,4.4,A1,3.0,7978.2
2.360248447204968,1.8999999999999995,3.7,A1,3.0,7998.1
1.739130434782609,1.4000000000000004,4.0,A1,3.0,8017.8
2.9813664596273295,2.4000000000000004,3.3,A1,3.0,8037.6
4.22360248447205,3.4000000000000004,2.8,A1,3.0,8057.4
3.3540372670807455,2.7,3.2,A1,3.0,8077.4
2.3602484472049694,1.9000000000000004,4.1,A1,3.0,8097.1
0.9937888198757762,0.7999999999999998,4.5,A1,3.0,8116.8
2.111801242236025,1.7000000000000002,3.7,A1,3.0,8136.6
2.3602484472049694,1.9000000000000004,3.8,A1,3.0,8156.4
2.2360248447204967,1.7999999999999998,4.2,A1,3.0,8176.2
2.111801242236025,1.7000000000000002,4.0,A1,3.0,8196.0
2.7329192546583854,2.2,3.5,A1,3.0,8215.8
3.2298136645962727,2.5999999999999996,3.0,A1,3.0,8235.5
3.478260869565217,2.8,3.3,A1,3.0,8255.4
3.1055900621118004,2.4999999999999996,3.6,A1,3.0,8275.3
2.484472049689441,2.0,4.1,A1,3.05,8294.9
2.981366459627328,2.3999999999999995,3.2,A1,3.05,8314.8
3.1055900621118018,2.5000000000000004,3.4,A1,3.05,8334.6
3.1055900621118018,2.5000000000000004,2.9,A1,3.05,8354.3
3.850931677018633,3.0999999999999996,3.2,A1,3.05,8374.2
2.7329192546583854,2.2,3.7,A1,3.05,8393.9
2.9813664596273295,2.4000000000000004,3.5,A1,3.05,8413.9
3.354037267080745,2.6999999999999997,3.6,A1,3.05,8433.7
2.6086956521739126,2.0999999999999996,4.0,A1,3.05,8453.5
4.22360248447205,3.4000000000000004,3.3,A1,3.05,8473.4
3.3540372670807455,2.7,3.5,A1,3.05,8493.0
3.3540372670807455,2.7,3.8,A1,3.05,8512.9
3.229813664596273,2.6,3.9,A1,3.05,8532.7
2.9813664596273295,2.4000000000000004,4.1,A1,3.05,8552.5
2.2360248447204967,1.7999999999999998,3.7,A1,3.05,8572.3
1.9875776397515534,1.6000000000000005,2.8,A1,3.05,8592.2
2.7329192546583854,2.2,3.0,A1,3.05,8612.0
2.484472049689441,2.0,4.6,A1,3.05,8631.9
2.7329192546583845,2.1999999999999997,3.1,A1,3.05,8651.8
3.3540372670807455,2.7,3.2,A1,3.0,8671.7
3.105590062111801,2.5,3.2,A1,3.0,8691.4
2.8571428571428568,2.3,3.2,A1,3.0,8711.3
2.8571428571428568,2.3,3.0,A1,3.0,8731.2
2.7329192546583854,2.2,3.3,A1,3.0,8750.9
3.1055900621118018,2.5000000000000004,3.4,A1,3.0,8770.8
